0,-1
0.0204081632653061,-1
0.0408163265306122,-1
0.0612244897959184,-1
0.0816326530612245,-1
0.102040816326531,-1
0.122448979591837,-1
0.142857142857143,-1
0.163265306122449,-1
0.183673469387755,-1
0.204081632653061,-1
0.224489795918367,-1
0.244897959183673,-1
0.26530612244898,-1
0.285714285714286,-1
0.306122448979592,-1
0.326530612244898,-1
0.346938775510204,-1
0.36734693877551,-1
0.387755102040816,-1
0.408163265306122,-1
0.428571428571429,-1
0.448979591836735,-1
0.469387755102041,-1
0.489795918367347,-1
0.510204081632653,1
0.530612244897959,1
0.551020408163265,1
0.571428571428571,1
0.591836734693878,1
0.612244897959184,1
0.63265306122449,1
0.653061224489796,1
0.673469387755102,1
0.693877551020408,1
0.714285714285714,1
0.73469387755102,1
0.755102040816326,1
0.775510204081633,1
0.795918367346939,1
0.816326530612245,1
0.836734693877551,1
0.857142857142857,1
0.877551020408163,1
0.897959183673469,1
0.918367346938776,1
0.938775510204082,1
0.959183673469388,1
0.979591836734694,1
1,1
