0,-1.0485
0.001,-0.72509
0.002,-0.77761
0.003,-1.1699
0.004,-1.4869
0.005,-1.3872
0.006,-0.97464
0.007,-0.68451
0.008,-0.80754
0.009,-1.1721
0.01,-1.3315
0.011,-1.0519
0.012,-0.56794
0.013,-0.327
0.014,-0.50142
0.015,-0.80118
0.016,-0.79168
0.017,-0.36959
0.018,0.12297
0.019,0.27056
0.02,0.036536
0.021,-0.19847
0.022,-0.053803
0.023,0.43398
0.024,0.84957
0.025,0.851
0.026,0.54184
0.027,0.35695
0.028,0.58662
0.029,1.0589
0.03,1.3265
0.031,1.1554
0.032,0.77961
0.033,0.6462
0.034,0.92708
0.035,1.3318
0.036,1.4254
0.037,1.1041
0.038,0.70961
0.039,0.65705
0.04,0.98267
0.041,1.3055
0.042,1.2445
0.043,0.83596
0.044,0.49486
0.045,0.56288
0.046,0.93618
0.047,1.1797
0.048,1.0028
0.049,0.57745
0.05,0.35047
0.051,0.55602
0.052,0.95976
0.053,1.1146
0.054,0.84855
0.055,0.45199
0.056,0.35989
0.057,0.67601
0.058,1.0586
0.059,1.0927
0.06,0.74213
0.061,0.38793
0.062,0.41125
0.063,0.776
0.064,1.0674
0.065,0.94388
0.066,0.50959
0.067,0.19984
0.068,0.30545
0.069,0.65488
0.07,0.80151
0.071,0.51154
0.072,0.019647
0.073,-0.22673
0.074,-0.055204
0.075,0.2442
0.076,0.2369
0.077,-0.18044
0.078,-0.66571
0.079,-0.80348
0.08,-0.55716
0.081,-0.3074
0.082,-0.43491
0.083,-0.90321
0.084,-1.297
0.085,-1.2745
0.086,-0.9393
0.087,-0.72633
0.088,-0.92603
0.089,-1.3665
0.09,-1.6007
0.091,-1.3946
0.092,-0.98235
0.093,-0.81122
0.094,-1.0532
0.095,-1.4181
0.096,-1.4709
0.097,-1.1082
0.098,-0.67174
0.099,-0.57682
0.1,-0.85985
0.101,-1.14
0.102,-1.0365
0.103,-0.5856
0.104,-0.20261
0.105,-0.22929
0.106,-0.56199
0.107,-0.76575
0.108,-0.5502
0.109,-0.087289
0.11,0.17591
0.111,0.0051431
0.112,-0.3654
0.113,-0.48875
0.114,-0.193
