0,-1.0485
0.001,-0.72609
0.002,-0.77961
0.003,-1.1729
0.004,-1.4909
0.005,-1.3922
0.006,-0.98064
0.007,-0.69151
0.008,-0.81554
0.009,-1.1811
0.01,-1.3415
0.011,-1.0629
0.012,-0.57994
0.013,-0.34
0.014,-0.51542
0.015,-0.81618
0.016,-0.80768
0.017,-0.38659
0.018,0.10497
0.019,0.25156
0.02,0.016536
0.021,-0.21947
0.022,-0.075803
0.023,0.41098
0.024,0.82557
0.025,0.826
0.026,0.51584
0.027,0.32995
0.028,0.55862
0.029,1.0299
0.03,1.2965
0.031,1.1244
0.032,0.74761
0.033,0.6132
0.034,0.89308
0.035,1.2968
0.036,1.3894
0.037,1.0671
0.038,0.67161
0.039,0.61805
0.04,0.94267
0.041,1.2645
0.042,1.2025
0.043,0.79296
0.044,0.45086
0.045,0.51788
0.046,0.89018
0.047,1.1327
0.048,0.95482
0.049,0.52845
0.05,0.30047
0.051,0.50502
0.052,0.90776
0.053,1.0616
0.054,0.79455
0.055,0.39699
0.056,0.30389
0.057,0.61901
0.058,1.0006
0.059,1.0337
0.06,0.68213
0.061,0.32693
0.062,0.34925
0.063,0.713
0.064,1.0034
0.065,0.87888
0.066,0.44359
0.067,0.13284
0.068,0.23745
0.069,0.58588
0.07,0.73151
0.071,0.44054
0.072,-0.052353
0.073,-0.29973
0.074,-0.1292
0.075,0.1692
0.076,0.1609
0.077,-0.25744
0.078,-0.74371
0.079,-0.88248
0.08,-0.63716
0.081,-0.3884
0.082,-0.51691
0.083,-0.98621
0.084,-1.381
0.085,-1.3595
0.086,-1.0253
0.087,-0.81333
0.088,-1.014
0.089,-1.4555
0.09,-1.6907
0.091,-1.4856
0.092,-1.0743
0.093,-0.90422
0.094,-1.1472
0.095,-1.5131
0.096,-1.5669
0.097,-1.2052
0.098,-0.76974
0.099,-0.67582
0.1,-0.95985
0.101,-1.241
0.102,-1.1385
0.103,-0.6886
0.104,-0.30661
0.105,-0.33429
0.106,-0.66799
0.107,-0.87275
0.108,-0.6582
0.109,-0.19629
0.11,0.065915
0.111,-0.10586
0.112,-0.4774
0.113,-0.60175
0.114,-0.307
0.115,0.11633
0.116,0.23316
0.117,-0.060334
0.118,-0.42254
0.119,-0.43851
0.12,-0.072132
0.121,0.29544
0.122,0.28305
0.123,-0.073281
0.124,-0.35875
0.125,-0.2319
0.126,0.20319
0.127,0.51119
0.128,0.40128
0.129,0.045045
0.13,-0.11089
0.131,0.16732
0.132,0.64507
0.133,0.87495
0.134,0.68467
0.135,0.36431
0.136,0.34855
0.137,0.74082
0.138,1.1991
0.139,1.3081
0.14,1.0313
0.141,0.74957
0.142,0.84365
0.143,1.2772
0.144,1.6352
0.145,1.5758
0.146,1.2028
0.147,0.95144
0.148,1.1122
0.149,1.5133
0.15,1.7079
0.151,1.4621
0.152,1.0103
0.153,0.79986
0.154,1.003
0.155,1.3295
0.156,1.3447
0.157,0.94526
0.158,0.47311
0.159,0.34366
0.16,0.59347
0.161,0.84184
0.162,0.7081
0.163,0.22874
0.164,-0.18095
0.165,-0.17902
0.166,0.13094
0.167,0.31408
0.168,0.080111
0.169,-0.39893
0.17,-0.67592
0.171,-0.51652
0.172,-0.15489
0.173,-0.037976
0.174,-0.33762
0.175,-0.7633
0.176,-0.87994
0.177,-0.58369
0.178,-0.2162
0.179,-0.19242
0.18,-0.54849
0.181,-0.90331
0.182,-0.87577
0.183,-0.50194
0.184,-0.19672
0.185,-0.30161
0.186,-0.71265
0.187,-0.99457
0.188,-0.85669
0.189,-0.47068
