0,-0.26312
0.001,0.060304
0.002,0.0077905
0.003,-0.38447
0.004,-0.70152
0.005,-0.60179
0.006,-0.18924
0.007,0.10088
0.008,-0.02214
0.009,-0.3867
0.01,-0.54612
0.011,-0.26652
0.012,0.21745
0.013,0.4584
0.014,0.28398
0.015,-0.015779
0.016,-0.0062843
0.017,0.41581
0.018,0.90837
0.019,1.056
0.02,0.82193
0.021,0.58693
0.022,0.73159
0.023,1.2194
0.024,1.635
0.025,1.6364
0.026,1.3272
0.027,1.1423
0.028,1.372
0.029,1.8442
0.03,2.1119
0.031,1.9408
0.032,1.565
0.033,1.4316
0.034,1.7125
0.035,2.1172
0.036,2.2108
0.037,1.8895
0.038,1.495
0.039,1.4424
0.04,1.7681
0.041,2.0909
0.042,2.0299
0.043,1.6214
0.044,1.2803
0.045,1.3483
0.046,1.7216
0.047,1.9651
0.048,1.7882
0.049,1.3628
0.05,1.1359
0.051,1.3414
0.052,1.7452
0.053,1.9
0.054,1.634
0.055,1.2374
0.056,1.1453
0.057,1.4614
0.058,1.844
0.059,1.8781
0.06,1.5275
0.061,1.1733
0.062,1.1966
0.063,1.5614
0.064,1.8528
0.065,1.7293
0.066,1.295
0.067,0.98524
0.068,1.0908
0.069,1.4403
0.07,1.5869
0.071,1.2969
0.072,0.80504
0.073,0.55867
0.074,0.73019
0.075,1.0296
0.076,1.0223
0.077,0.60496
0.078,0.11969
0.079,-0.018082
0.08,0.22824
0.081,0.478
0.082,0.35049
0.083,-0.11781
0.084,-0.51163
0.085,-0.48911
0.086,-0.1539
0.087,0.059067
0.088,-0.14064
0.089,-0.58109
0.09,-0.81532
0.091,-0.60916
0.092,-0.19695
0.093,-0.025817
0.094,-0.26783
0.095,-0.63268
0.096,-0.68553
0.097,-0.32279
0.098,0.11366
0.099,0.20858
0.1,-0.074451
0.101,-0.35461
0.102,-0.25106
0.103,0.1998
0.104,0.58279
0.105,0.55611
0.106,0.22341
0.107,0.019644
0.108,0.2352
0.109,0.69811
0.11,0.96131
0.111,0.79054
0.112,0.42
0.113,0.29665
0.114,0.5924
0.115,1.0167
0.116,1.1346
0.117,0.84206
0.118,0.48086
0.119,0.46589
0.12,0.83327
0.121,1.2018
0.122,1.1904
0.123,0.83512
0.124,0.55065
0.125,0.6785
0.126,1.1146
0.127,1.4236
0.128,1.3147
